label	text_a
0	狗啊,狗啊,单身狗啊,狗啊,狗啊,单身狗
0	美国没有天眼,它们只在必要的地方设监控。
0	倒数第二个我找不着了，求求求，主页有
1	我觉得四处找人聊骚的人，死了活该。。就和美国黑人之死一样，有因有果。
0	我最讨厌在朋友圈晒一桌菜,去ktv玩的照片,总感觉这个人一点档次都没有,好像是没见过世面一样。A]A]A]
0	打邪念波,金属库拉的伤害不弱CI
0	那个头像就是渣男，养了这么多备胎
1	迷你狗也就那玩意了，也就没救了Bo
0	主页有Q嗷
0	没人看到加成是风骚+1%吗?Bs
0	好像特不靠谱从来就没有针对种族主义发表过看法,一直在强调抵制,反击,制裁
0	我希望我能丑成他的样子CO
1	话就放着了，你个迷你狗，给爷爬
0	看我主页战队招人
0	等你🐴被撞死了,我肯定第一个鼓掌
1	没有人喷？那我啦。靠，右边的腻死爷了，那油都可以拿来炸鸡了，不服来喷CNCNCN
0	小吉小吉,可以测评一下拼多多童颜纪的护肤品吗,成分巨良心。我前几天刚买真的很好用,而且便宜,适合学生BB。之前看到有人求护肤品的,可以推荐下。谢谢小吉BB
0	六子为了“公平”去了B|B|B|
1	mc玩家和我一起说迷你狗！！！
1	各位不服来喷我，大仙这个啥B
0	不要把孩子引去窗户等危险位置。[/发怒]
0	学了中文就来中国圈钱?
0	有我头像好看吗
0	但是说真的,妲己这个英雄真的是有手就行,因为她的控很强,而且后期那个爆发伤害真的是一套秒我🌚
1	中国的女人在中国付钱才能用，去外国还倒贴
1	评论区都是嘴臭的东西，不服来喷你夫哥
0	超市怀疑是合理的,为什么要道歉
0	我搞不懂的是,你们为什么要弄这种头像AaAaAa
0	辛苦你了玩那迷你屎玩意
0	呵呵,不错,小憨憨,有志气,竟敢在我的世界的帖子里胡作非为,看我法术,大威天龙!
0	这个女的只为自己和她家着想,不为男家着想,
0	就没有什么站错队，站对队的，玩自己喜欢的游戏有错吗？很多xxs就在那里吵个不停的，什么mn狗，mclj之类的，非要争个你死我亡的，mn的可爱画风，和mc的多种玩法，都很有趣，就不能别吵了吗？自己玩自己喜欢的游戏，还有很多mc说迷你玩家拿“中立”当挡箭牌我就是一个迷你玩家会怎么样?
0	农村也不好一样的,晚上不敢出门,啥事都干不了,特别是女生,上完班就不出去了,厕所都不敢去上,灯都没有,最好还是城中村,村里的城城里的村,高楼这种你多朋友就不会无聊了
0	在这里我就想告诉你们，是不是挂着小飞侠的头像，就是我们小飞侠干的事，那有可能是黑才故意干的事情呢，所以那是路人，你们以为的，万一就是黑子，不是我在找什么理由儿，是有可能就是黑子了
0	这他妈被多少个渣男上了
0	可能我俩省份不一样吧,我河北的,18  19 考
0	你点不到的,可不只有你有高达Bs
0	白银狮子:我承受了多少啊
1	代表了你养了一群可爱的迷你狗A£A£A£A£A£所以你也是。
0	这个凯像极了我在犹豫到底要不要开大的时候哈哈哈哈哈哈哈哈
0	艾跃进同志说得好:你说主席是让儿子镀金,你咋不让你儿子去战场镀金?
1	就只是单纯看不起瑶这个英雄。不服对喷。逆风坐人头上叭叭n🐴呢。战绩好看又不是你的功劳优越感啥呢？单排玩是不是没有母亲了啊。球球你们别玩瑶了，玩个张飞牛牛不香吗？菜就自己练谁不是那样上来到现在的全能补位
0	你妈要是为了接客没时间教育你也就罢了、偏偏你妈的服务都是偏向兽类的
0	她和你在一起的时候是觉得自己可以放开,等她离开你之后呢......
0	瑶直接在你头上挂机A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£A£AAAAAAAAA
1	没错，他就是mc玩家和迷你玩家都讨厌的迷你狗。
0	我好像看到里面那后面有血流出来了
0	8块钱才一个,就一口肉,吃个毛
0	这首歌出了,爷青回了
0	你再这样可爱小心给你涨工资
0	贼她妈般配,祝你们早生贵子
0	难道不是老夫子吗,大到七八个BzBz
0	现在已经不怎么火了😂前段时间是真的火,但是那段时间一过感觉基本就没她什么热度了
1	迷你狗怎么啦？靠抄袭的游戏，你很得瑟啊！哎呦，迷你狗，瞧不起你，我问问，我们MC有海洋神殿你们有吗？我们MC有暮色森林，你们有吗？迷你狗们闭嘴
0	男的一般身上有个短的安全绳
0	团队竞技用四倍感觉贼好使BwBwBw
0	我没说自己快乐啊,哈哈哈哈哈。感动了 。
0	看到格式,我还以为是首诗[/呲牙]
0	他稍微管一下也不至于
0	也主要是迪厅的姑娘在哪上蹿下跳的,方便你评估了,大家上没有几个姑娘能上蹿下跳的,供你评估
0	别黑了，我已经看到八个黑琉璃的了，才播了几集啊，就开始黑，我觉得挺好看的，你不喜欢别看
0	高输出射手二下,别整东皇张良,麻烦。
0	别黑了谢谢，他这样儿和我们有什么关系？不就是长得丑还出来吓人嘛！这怎么错了？鸭嘴兽就鸭嘴兽嘛，他嘎嘎嘎骗钱怎么了？！（狗头保命）
0	正常,基操,习惯,团魂懂?
0	夹到肉了😂😂😂看起来好痛
0	猫狗不绝育可能会得病。而且发情期要去给他(她)找对象。你找不到的话他(她)就会去野外找野猫野狗。可能会和当地的猫老大、狗老大打架,会受伤。
0	谢谢你,不喷迷你世界,你如果想玩的话,你也可以下载
0	这没有长达二十年的训练没有这个极限后仰
1	那些包养勾引引诱女人的大部分是广东人
0	没事我就是骑了一下小车
1	笑死我了我话放在这里你貂蝉好菜不服来喷AN
0	河豚是早上吃的,稀是下午拉的,人是晚上走的
0	祝愿安好,广东球迷会记得你的。
0	不知道说什么... 算了,有人认识提米吗
0	“你没考虑过别人吗”?这不是你说的吗?不认账了?脸皮真厚
0	这说明了手机上游戏和电话卡不能共存
0	人的能力是天生的,能力包括智力和体力,智力的二项重要因素:记忆能力、反应快慢是天生的,虽然也可以通过后天训练来改善和提高,但是作用和效果很有限。头脑反应快、记忆力强的人读书成绩优秀,学知识和技术的接受能力强,能够举一反三,而且思维敏捷的人在与人交流时往往语言表达能力也强。
0	我的口水从眼睛流出来了
0	emmm这个阿...姐姐发际线有点.....高还有这个......眉毛emm
1	湖南卫视做节目就是很那个啥……不是还有说那个变形记人家小孩不作妖非得逼人作妖，人家被逼生气了，素材也有了……还有回来节目组请客嫖娼的？
0	一直想要一只猫头鹰,可以给我送信
0	看我主页第一条视频
1	老刷到这几个丑逼
1	我就想试试在迷你玩家堆中说一句迷你狗会怎样？
0	小fw不要BB了好吗,装你🐴13
0	我和你的爱情故事和童年的神话,因为我们都有一颗专一的爱心和爱人。
0	这不是正常吗,当然谁强跟谁了。如果射手菜的不行,跟着就是送双杀。跟着强者,算是锦上添花
0	我相信如果你眼睛瞎了我不会难过甚至有点想笑,毕竟你不值得同情[/微笑]
0	贝吉特常态虐饭布偶，鸟叔资料里有介绍，变超赛1打布偶真的太看得起他了，只能说贝吉塔爱玩，后来总削弱贝吉特，漫画里打扎马斯也是完虐，动画里强行五五开，要知道漫画里悟空超蓝全功率打平合体扎马斯
0	只要他不开大,二技能先打出控制,接大招,那时候他开大也要受到持续伤害[/呲牙]
1	理由很简单:无脑的云或迷你狗
0	作为旁观者到底谁对谁错也都是猜测但结果伤害最大还是孩子我看有的评论说疑是出轨的。不是说发现自己对象出轨就撞人啥的我也就想说一句话我想知道当你发现如果你老公或则老婆出轨能像你这样在评论里这么有理智就好了
0	往小姐姐身上一挂,直接开启绿茶模式,把小姐姐抢走,往鱼塘里一收,我对象和小姐姐的对象都不能奈我何COB|.
0	我老弟也是比我小一岁现在也比我高了CI,不过他一般不敢跟我动手,最多动嘴皮子,哈哈哈Bw
0	我们学校为什么可以,而且有设有代理接收点
0	嘿!去年那场森林大火烧了那么久,莫里森连自己的公民都不闻不问,还指望他对咱们国家多好?
0	给看的污妹子来，主页有Q
1	不懂一点黑怕文化的每天在这黑怕穿搭你🐎呢抖音什么黑暗风爆款我看着就恶心不服来喷
0	因为多为我姥爷争取了5年时间,让他看见更多的事物,坐等你们反驳我,我还生怕你们不反驳呢
0	害可不是嘛,现在还在挣扎,我就看着呗,这群人觉得别人都嫉妒他家哥哥怎么怎么要黑他们,心里一点数都没有,笑死个人了,为什么讨厌你家割割心里没点数?
0	我只有李信和玄策会这样,这样感觉会出技能更快一点
0	结婚新娘子穿黑鞋?一群傻逼~
0	连个好友都不敢加,你这人还真是心虚呢A£
0	唉，不管怎么样？大家都别吵了，管他像谁？只要是美女只要能看就行了😂
0	叼就叼在这里  这是零六年的成果
0	开始内乱了,建议他们互相接发AQ!不要在名扬海外了!A\!
0	你输了多少次了?请问一下
0	别吵了，设定中帝皇侠是最强的战士，而修罗是最强的铠甲，帝皇侠拥有天道的力量，而修罗设定只要有极致之气的人使用，天地都奈何不了修罗。
0	这他妈的应该把他们全部都撞死在隧道里面。 愿经济损失才最小。
0	这个告诉我们世界木大几十下只等于复印之星一下Bs
0	应该是说他这个摆手的动作错误,手往下的时候,人应该也往下。然后手往上的时候,人也往上起跳。但是一般小时候都是他这种动作
0	渴了,就拿~只要不是刻意的往家带就成......
0	王源第一段说他活的真实,镜头面前表现的是他真实的自己。最后一段反驳宁静的时候,又说出道这五六年,没有做过自己。矛盾了少年
0	小编怎么可能写全嘛？中国那么多个省，别吵了，大家都是最美的
0	自己的偶像来听自己的演唱会,这个实力还是可以
0	陪我一夜,我出五千万
0	。。。你觉得路由器能用就行了是嘛?
0	要是我们这医院的牙医也长得像凌霄那样帅，我就不会为那六颗牙哭成那死样了AOAOAO
0	不说别的,光是怜怜的菜我就。。。。
0	小姐姐不是杠哈,别生气我不是杠Bt,可以去看一下二代左右的打歌舞台个个可以说是王者。🙏🙏小姐姐我只是说一下不是杠真的Bt
0	有次妈妈让泡木耳,我倒了半袋子觉得还不够又倒了一半,被姐姐妈妈轮流数落
0	欧尼酱~我想和你交个朋友 可以加一下微信吗？我的微信首页
0	综合能力是2的4倍。界王神界那儿贝吉塔复活后应该就是全功率2了。但速度不知道被压成什么样,三还能和布欧打,但体力太拉夸。
0	“你这是在挑战我的道德底线”“二十!”“成交”
0	意思就是我用个动漫头像，就是海王了？？？小编用点儿脑子好吗？
0	不挂网会裂纹的,你还得找它翻工。
0	兄弟，评论区里面说女主不配男主的爱就别再说了，爱是相互的，男主爱女主心甘情愿做任何事，那女主就真的上了司凤吗？他是战神是正道，哪怕在仙门和他爹爹的威逼下，他也是在尽自己最大的努力去保护男主，你们呢？别光把自己带入男主，不会换位思考，退机器人就别逼逼，跟个蠢货似的在那里说女主不配
0	秒回啊我去 零三 下半年高三?没事没事 还能长 长到一米七 再来个内增高外增高 再把头发弄蓬松一点 外看像177 报个180不过分吧 hhh
0	她不是知道错了,她只是想复出
0	你也不特么是个好东西
1	什么时候猫比人高贵了？经典圣母婊，自己有钱就去救济流浪汉呗，还在这口嗨，人总不能饿死吧
0	主要还是太监功劳比较大,不然其他球星球迷也不会去乱喷猩猩
0	为什么结婚了就要退团?难道结婚了他就不是chen了吗?
0	你要你的,但是人家企业才不鸟你呢?人家背后有国家美国给他们撑腰呢,咱们呢?自立自足,唉,自生自灭吧!
0	陈教授的观点很不错。但是在城市习惯了的市民去农村能适应吗?农村的空气和消费的确很不错,但是多数的农民素质堪忧,邻里关系很难处,更要命的是多数农村医疗资源不行,心脑血管疾病很容易因不能及时治疗而要人小命。
0	但要知道敢背双狙的男孩不一定惹得起BB
0	最关键是芽菜总是脆的,而且味道非常的香
0	徐佳我爱你(ღ♡‿♡ღ)
0	伊布比胡尔克之流强太多了
0	洗LGD?三观?各大主播职业选手都说LGD不行知道吗?浩然,国宝都删了街寂皮肤LGD印花
0	hhh看看这位多可爱🌝跟上一条宋某某差的不是一点点
0	写了两个了,我尽力了CI
0	打字都那么慢就不配叫唤 A©
0	你错了,可能你妈对你不好,但也是生你的人,把你拉扯到现在,你就应该心存感恩
0	cpdd七夕了过完就分AG要男的QQ主页有
0	一身清贫怎敢入繁华两袖清风怎能误人家[/微笑]
0	想要猫咪吗？想要小布偶奶猫吗？点我头像吧Bs！我把猫咪都放在家里了！
0	你要死就快点死,骂人笨鸟,你是神哦。
1	就是父母惯的
0	我昨天看的,咋没看到呢BoBoBoCHCHCH
0	最烦这种人 尼玛你玩爽了,人家摆累死了
0	请薛渣男不要蹭歌神的热度
0	那这样说,我找一个女朋友,可能会在她身上花几千几万,但是我找一个站街女,一次只要几百,这不好吗?是这个意思吗?[/偷笑][/偷笑][/偷笑]
0	闺蜜头像有了，请问闺蜜去哪里领？
0	原唱是大制作,我特别爱。
0	现在都比较正常了这种Bw
0	本法其它的规定我都支持
0	你上来跟我来一句没玩过游戏?
0	Redmi k30也行啊,一个小时差不多满了。
0	看我资料懂？
0	法师打野过来支援你就惨了
0	看过一个视频,美国的机器人已经可以做到敌我识别,开枪射击,百发百中,可以跳跃,跨越障碍物。
0	打不过一半?你怕是自信了点
0	买不起的就别黑了
0	妈的这后面让我想起来波兰骑兵打德国坦克,人家炮都没开直接用枪管顶倒了。英国盟军还特么在看热闹。
0	“走,我们组团去偷无牙仔的孩子😂😂😂😂😂......”,这也太可爱了吧!
0	放屁呢,最后排一天都排不到人了,各大主播职业都撞,一队的就演,不是一对的就撞,没看过不要乱说
1	好，说得好，你可以滚了迷你狗
0	表妹用这声音可爱,用御姐音就更......
0	但,喜欢一个人很久,就是这样
0	亲人被害死,你为什么要拿整个国家来为你亲人陪葬,别人也是无辜的
0	蹲一个小姐姐,有没有小可爱要我啊
